,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,34.01,345.29,219.64,181.81,1670.21,8.40,43.45,7.95,45.91,1.72,0.43,4.06,5.85,12.66,8.83,1.09,41.21,51.59,4.04
2016,35.26,322.59,256.41,221.92,3721.50,8.56,42.64,6.97,52.36,1.59,0.47,5.52,7.32,15.76,11.38,1.32,-28.75,40.61,-6.28
2015,13.84,248.82,217.75,133.72,31002.81,12.80,28.51,5.37,67.97,1.81,0.50,5.29,5.99,12.71,10.53,1.08,75.02,74.40,5.14
2014,10.23,467.42,472.52,327.94,5782.32,13.15,27.75,6.77,53.91,2.87,0.55,4.94,5.48,12.43,8.98,1.06,227.34,119.37,8.43
2013,9.46,1054.02,745.64,633.12,2547.04,14.44,25.27,6.52,55.98,6.66,0.57,5.21,5.76,12.90,9.25,1.14,68.86,142.74,-0.40
2012,9.04,1387.80,699.03,521.56,3219.00,15.50,23.54,4.45,82.02,7.04,0.46,6.06,6.74,6.54,12.91,1.32,32.18,169.29,-1.43
2011,11.02,1373.23,549.17,428.89,2779.00,18.07,20.19,6.32,57.75,9.70,0.63,16.87,18.99,45.56,25.73,4.14,166.32,220.85,7.12
2010,11.41,1285.88,566.66,500.18,1141.00,19.76,18.47,13.14,27.77,10.00,0.69,17.48,19.79,47.76,22.93,4.64,173.01,186.17,10.00
2009,12.25,1095.37,503.13,452.24,823727.00,19.22,18.99,12.75,28.62,8.16,0.65,14.90,17.00,33.21,20.25,3.78,176.21,147.97,7.80
2008,12.53,941.02,563.77,464.19,188006.00,17.94,20.34,11.92,30.62,10.36,0.96,5.16,6.00,21.32,6.09,1.30,106.40,123.04,-1.40
2007,15.29,1168.62,365.84,309.37,621900.00,15.16,24.07,12.05,30.29,11.35,0.82,12.08,14.04,29.11,12.96,3.01,140.36,147.18,9.49
2006,12.32,929.44,490.15,392.08,5225.00,11.31,32.27,12.61,28.94,8.54,0.81,6.91,7.86,7.01,8.09,1.41,20.01,111.88,-1.53
2005,14.81,808.56,407.84,352.65,381.00,15.50,23.54,8.57,42.59,8.51,0.90,6.45,7.74,12.26,7.15,1.28,88.90,127.17,3.87
2004,19.09,948.15,295.18,188.56,593.95,21.68,16.83,6.62,55.13,8.56,0.78,10.26,12.92,25.96,12.74,2.08,57.10,116.89,4.95
2003,22.37,843.89,225.94,186.52,67.90,17.61,20.72,9.72,37.55,6.23,0.61,5.02,6.30,7.81,7.94,1.03,36.09,70.98,1.63
2002,20.25,820.25,285.65,228.05,49.09,16.92,21.57,9.50,38.42,5.26,0.56,5.30,6.40,7.79,8.84,1.00,48.29,82.19,4.17
2001,17.13,664.24,242.60,183.47,0.00,17.21,21.20,9.78,37.32,4.65,0.58,-2.20,-2.57,-0.92,-3.80,-0.40,19.47,58.74,-0.20
2000,10.51,451.71,453.42,297.18,0.00,19.97,18.27,8.52,42.84,3.12,0.62,-1.46,-1.64,-4.22,-2.48,-0.28,42.82,71.46,-2.63
1999,9.87,576.52,684.05,541.65,152125.17,22.02,16.57,7.64,47.77,3.58,0.56,8.06,8.98,11.69,14.32,1.57,98.88,93.24,-0.37
1998,10.71,465.54,816.32,699.64,13341.00,19.22,19.00,9.69,37.67,3.11,0.60,10.73,12.22,13.66,17.83,2.16,155.26,115.50,4.24
1997,13.71,439.24,468.20,389.29,256.00,19.97,18.28,11.79,30.96,3.54,0.70,11.56,13.47,23.54,16.29,2.62,33.50,102.99,-3.07
1996,15.32,596.33,451.81,385.66,18940.00,19.14,19.07,12.58,29.00,4.85,0.70,27.70,32.26,32.96,35.45,7.00,104.61,202.58,3.80
1995,12.65,475.95,348.07,289.64,297.00,19.65,18.58,10.09,36.17,4.63,0.89,12.96,14.75,27.64,14.49,2.82,143.22,153.6,3.78
1994,12.17,440.70,329.99,241.37,72888.00,17.84,20.46,8.17,44.68,3.53,0.76,12.32,13.81,24.95,16.15,2.47,121.15,132.01,5.48
1993,9.29,386.65,331.05,252.52,147.00,15.02,24.30,10.95,33.33,2.51,0.68,4.93,5.44,4.57,7.18,0.95,170.19,130.20,1.37
1992,10.53,297.49,289.69,221.76,225.00,19.25,18.96,10.55,34.60,2.32,0.74,8.40,9.40,14.57,11.24,1.71,122.33,135.35,0.68
