,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,31.46,337.51,273.30,262.32,47.49,5.50,66.36,12.53,29.13,3.37,0.68,1.02,1.49,5.81,1.46,0.40,23.56,170.66,5.35
2016,35.07,367.04,246.95,224.26,289.37,6.06,60.23,13.91,26.24,4.45,0.83,3.29,4.86,21.86,3.94,1.16,21.27,210.79,4.59
2015,30.36,397.11,288.60,275.37,1103.21,5.26,69.39,14.35,25.43,3.76,0.74,15.30,21.74,53.25,20.53,4.68,1.64,136.09,-4.13
2014,28.91,340.29,275.97,263.96,3478.19,6.96,52.44,13.02,28.03,4.50,1.04,8.76,12.11,25.30,8.41,2.25,54.26,126.57,16.95
2013,26.32,301.99,287.89,262.85,-939.12,5.47,66.72,7.64,47.77,3.48,0.80,-14.83,-20.44,-40.24,-18.44,-3.87,28.79,131.88,6.77
2012,25.05,376.98,205.93,179.23,21.08,6.41,56.94,6.64,54.96,2.85,0.61,1.85,2.35,5.74,2.85,0.49,65.84,141.39,12.30
2011,26.24,358.05,194.24,149.01,24.97,5.17,70.59,8.72,41.85,3.85,0.76,2.62,3.53,7.37,3.31,0.75,36.07,139.96,
2010,31.16,412.73,206.77,184.50,91.01,5.82,62.71,16.86,21.64,6.25,1.07,8.41,12.48,21.17,7.78,2.69,,145.21,
2009,35.48,424.98,187.48,173.58,44.03,3.33,109.60,7.52,48.53,3.72,0.63,4.87,7.42,8.71,7.60,1.54,62.05,143.92,20.70
2008,35.83,404.65,166.74,146.23,22.28,3.33,109.60,10.41,35.06,5.23,0.72,4.23,6.26,7.07,5.62,1.11,81.69,116.49,13.28
2007,34.62,612.36,215.00,202.92,96.94,3.91,93.35,25.90,14.09,9.32,1.06,12.48,19.14,27.30,11.63,4.05,59.42,116.49,13.70
2006,36.12,601.64,193.65,182.29,67.48,2.86,127.62,27.10,13.46,8.43,1.00,9.14,15.79,28.51,9.04,3.15,20.48,125.04,0.53
2005,50.02,449.10,162.37,154.57,72.80,3.67,99.45,38.43,9.49,12.67,1.30,11.86,21.69,40.09,9.01,3.96,24.32,149.74,7.66
2004,40.92,781.00,183.19,175.71,112.18,6.55,55.72,68.86,5.30,32.94,1.98,18.07,30.22,54.73,9.04,5.32,35.48,190.82,14.46
2003,40.43,1607.87,234.53,227.67,166.30,3.95,92.40,35.86,10.17,29.77,1.03,9.39,14.81,20.92,9.06,2.46,18.07,227.56,1.23
2002,32.62,2536.36,221.94,213.55,808.67,6.51,56.06,31.54,11.57,45.80,1.29,11.36,15.71,23.28,8.76,2.59,58.42,275.06,19.51
2001,21.62,2577.77,307.27,278.95,1712.91,2.97,122.89,22.78,16.02,41.16,0.88,14.99,27.75,32.37,16.95,4.75,,276.50,
2000,60.30,2441.59,144.12,135.97,,6.64,54.96,94.12,3.87,146.96,2.58,33.19,78.06,110.95,12.86,12.13,60.38,999.74,88.92
