,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,66.13,102.41,72.28,54.48,-4.39,5.37,67.97,9.40,38.82,1.65,0.80,-3.44,-11.75,-9.32,-5.14,-0.89,12.31,92.12,4.23
2016,63.06,99.90,71.72,51.99,5.22,5.48,66.60,9.38,38.91,1.83,0.88,3.52,8.07,7.90,3.19,0.63,26.78,82.10,7.86
2015,65.19,85.05,64.41,47.68,7.82,5.47,66.72,9.24,39.50,2.15,0.94,7.10,19.05,16.44,6.53,1.30,28.99,87.71,10.07
2014,67.60,96.61,63.71,46.19,5.93,6.26,58.30,9.55,38.21,2.07,0.91,5.45,13.78,12.69,4.78,0.82,23.64,67.47,7.48
2013,67.70,100.42,55.19,39.21,0.39,5.88,62.07,8.37,43.60,1.50,0.68,-0.81,-6.35,-1.46,-3.02,-0.36,1.26,61.27,0.33
2012,66.28,107.93,53.69,36.72,1.32,6.33,57.66,9.22,39.58,1.54,0.74,1.30,0.14,2.21,0.07,0.01,9.48,86.39,2.25
2011,66.63,85.68,44.98,30.51,-0.93,5.66,64.48,8.98,40.64,1.51,0.72,-2.03,-11.38,0.04,-4.61,-0.71,15.40,111.39,4.69
2010,74.45,87.79,48.89,34.63,0.55,6.04,60.43,10.04,36.35,1.56,0.71,0.10,-4.85,4.42,-1.74,-0.31,6.09,103.17,1.91
2009,74.26,87.49,48.94,37.73,-2.00,4.98,73.29,9.37,38.95,1.13,0.49,-7.32,-27.83,-4.30,-16.73,-2.18,12.19,142.39,3.77
2008,67.05,104.31,52.10,42.50,1.14,5.67,64.37,10.42,35.02,1.32,0.56,1.29,0.37,7.59,0.21,0.03,26.64,159.65,7.46
2007,67.92,98.81,55.84,45.62,-0.15,5.00,73.00,8.46,43.14,1.12,0.47,-2.22,-13.23,0.94,-8.10,-0.66,17.73,105.96,5.80
2006,74.72,101.76,66.87,56.78,-0.53,5.50,66.36,9.88,36.94,1.02,0.46,0.68,-3.92,-3.15,-2.16,-0.20,8.55,124.98,2.80
2005,75.14,72.85,49.21,42.28,-2.13,7.61,47.96,14.29,25.54,1.18,0.59,-2.85,-16.71,-10.78,-7.35,-0.97,7.89,92.68,3.65
2004,72.71,99.31,55.29,43.98,-6.07,6.04,60.43,11.33,32.21,1.11,0.57,-12.40,-46.11,-21.65,-24.31,-4.01,8.12,30.41,2.58
2003,66.88,102.87,59.28,45.61,-5.75,6.98,52.29,12.37,29.50,0.92,0.52,-11.52,-38.02,-13.42,-25.40,-2.65,-1.67,24.77,-0.72
2002,64.18,105.71,48.64,38.92,-4.47,8.35,43.71,16.08,22.69,0.73,0.46,-10.28,-29.52,-18.37,-25.84,-3.14,26.44,26.62,8.42
2001,56.19,115.31,58.75,46.10,-4.52,5.14,71.01,10.28,35.50,0.57,0.36,-8.96,-23.61,-20.39,-29.86,-2.98,15.32,21.11,3.85
2000,55.97,127.10,82.62,62.36,-0.59,5.44,67.09,9.71,37.59,0.73,0.44,1.59,0.76,1.65,0.73,0.10,21.94,19.67,29.27
1999,43.80,177.61,187.90,159.03,2.45,4.34,84.10,9.74,37.47,0.90,0.42,6.52,9.58,-0.53,10.80,1.43,22.39,24.13,3.84
1998,40.05,165.65,146.09,116.82,319.00,4.23,86.29,10.85,33.64,1.25,0.65,7.05,8.94,0.66,8.89,1.41,49.12,28.40,7.00
1997,29.97,148.35,136.15,103.26,1019.00,4.70,77.65,9.63,37.90,1.81,0.80,9.86,15.03,20.80,10.69,2.42,58.09,30.06,12.73
1996,49.52,195.03,230.28,187.87,738.00,4.86,75.10,8.04,45.39,2.24,0.94,10.80,18.81,26.56,10.52,3.00,59.85,26.75,12.06
1995,44.30,159.24,126.94,84.59,5.30,6.83,53.44,8.86,41.20,3.04,1.34,12.36,21.29,36.21,7.91,3.18,13.11,32.3,4.42
1994,58.84,118.39,70.91,39.92,3.05,5.42,67.34,5.58,65.41,2.14,0.99,4.81,7.12,9.64,3.32,1.01,23.96,42.61,14.11
1993,47.47,128.93,126.70,71.12,1218.98,7.79,46.85,8.13,44.90,3.82,1.77,15.56,26.21,43.66,8.11,3.76,33.99,47.90,15.07
1992,42.16,156.96,166.59,103.44,512.00,6.77,53.91,8.17,44.68,3.24,1.43,9.12,13.20,21.58,5.19,1.86,22.07,52.07,6.34
