,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,47.92,166.36,146.15,92.86,4.25,3.06,119.28,2.21,165.15,1.36,0.51,1.96,2.77,6.67,2.8,0.46,10.81,140.94,3.09
2016-01-01,50.51,142.58,114.58,75.27,5.63,3.05,119.67,2.32,157.32,1.38,0.51,3.11,5.13,9.62,4.92,0.81,-6.51,79.81,-2.65
2015-01-01,49.98,146.95,132.65,80.82,3.45,3.22,113.35,2.23,163.67,1.33,0.53,1.63,2.12,5.18,2.05,0.35,4.0,82.61,1.17
2014-01-01,49.32,148.87,127.76,80.2,4.09,3.1,117.74,2.33,156.65,1.34,0.51,2.2,3.25,6.64,3.13,0.49,8.16,78.94,2.53
2013-01-01,50.87,172.07,131.53,83.17,3.53,2.97,122.89,2.28,160.08,1.39,0.53,2.2,3.2,5.93,2.93,0.49,15.35,47.01,4.51
2012-01-01,37.5,1145.24,117.79,68.98,2.92,2.62,139.31,2.49,146.58,5.78,0.36,0.87,0.79,3.1,1.36,0.12,7.15,24.07,-0.27
2011-01-01,36.67,1210.47,127.12,78.0,2.71,2.65,137.73,2.69,135.68,5.8,0.36,0.86,0.82,2.29,1.5,0.12,2.53,136.14,0.51
2010-01-01,33.74,1210.24,99.05,61.76,2.01,2.86,127.62,2.73,133.69,5.54,0.33,0.61,0.46,-1.15,0.92,0.07,-2.98,202.54,-0.72
2009-01-01,31.11,1274.58,113.27,64.23,-4.64,2.44,149.59,2.19,166.66,4.42,0.27,-2.54,-4.26,-5.53,-10.95,-0.66,-2.17,342.19,-0.45
2008-01-01,32.74,1258.35,135.25,79.44,-1.33,2.83,128.97,2.76,132.24,5.73,0.35,-0.88,-2.03,1.34,-4.01,-0.33,4.39,1169.62,0.83
2007-01-01,32.21,1257.23,151.67,107.97,-3.46,2.87,127.17,3.05,119.67,6.07,0.36,-3.05,-5.28,2.63,-9.76,-0.77,22.35,1169.62,4.28
2006-01-01,32.99,676.76,142.62,91.75,4.63,2.95,123.72,2.89,126.29,3.34,0.36,2.81,3.41,5.66,6.15,0.48,11.03,236.39,2.32
2005-01-01,33.79,589.17,136.52,96.35,2.32,2.75,132.72,2.84,128.52,2.67,0.34,1.28,0.98,2.36,1.97,0.14,7.0,260.03,1.46
2004-01-01,38.29,540.85,95.33,66.99,-5.53,2.73,133.69,2.17,168.2,2.42,0.3,-6.18,-11.02,6.12,-24.1,-1.71,19.58,148.74,6.18
2003-01-01,35.26,665.84,103.86,60.73,127.0,2.22,164.41,1.67,218.56,2.28,0.24,1.27,0.46,2.8,1.17,0.07,7.22,131.43,2.1
2002-01-01,39.33,232.13,91.97,54.1,-135.0,2.27,160.79,1.62,225.3,0.85,0.25,-2.71,-6.26,1.91,-16.06,-0.97,14.15,71.96,4.62
2001-01-01,38.87,238.91,110.81,66.77,0.66,2.08,175.48,1.32,276.51,1.0,0.23,0.38,-1.52,1.22,-3.98,-0.24,13.3,55.86,3.8
2000-01-01,40.55,220.26,116.65,67.37,0.91,2.31,158.0,1.41,258.86,0.93,0.29,1.59,-0.58,7.18,-1.2,-0.09,20.68,34.68,4.58
1999-01-01,41.12,170.88,149.19,66.48,7.46,2.67,136.7,4.88,74.8,1.36,0.53,8.85,14.3,35.4,15.24,2.79,13.47,51.21,0.81
1998-01-01,40.15,149.21,136.12,73.74,99.36,3.27,111.62,6.08,60.03,1.51,0.64,14.82,23.02,56.11,19.39,4.81,18.16,53.64,9.18
1997-01-01,31.03,171.72,177.75,94.59,315.33,3.5,104.29,2.2,165.91,1.76,0.73,16.68,23.85,66.48,20.14,5.54,43.9,66.34,14.98
1996-01-01,29.28,191.04,191.22,103.05,188.46,3.38,108.0,5.22,69.92,2.02,0.75,17.46,25.55,67.59,18.67,5.74,3.26,58.78,1.11
