,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,15.38,271.12,309.81,291.79,7887.79,10.28,35.50,13.64,26.75,1.45,0.50,14.36,16.91,21.14,28.25,2.07,31.20,113.36,0.67
2016,16.74,217.30,241.41,223.24,6038.46,10.62,34.36,10.97,33.27,1.32,0.57,9.78,11.61,12.83,16.92,1.25,66.71,105.58,3.08
2015,17.13,170.10,165.73,133.13,-3700.38,6.23,58.58,8.72,41.85,0.83,0.40,-5.08,-6.46,-6.72,-12.83,-0.68,29.42,69.29,1.95
2014,21.87,170.42,197.57,168.25,851.86,6.27,58.21,10.44,34.96,1.10,0.52,1.33,1.54,1.73,2.28,0.16,89.67,59.12,6.39
2013,23.17,177.85,220.68,189.17,4218.90,8.06,45.28,10.88,33.54,1.55,0.69,13.87,19.64,21.07,19.66,2.11,73.91,67.96,5.87
2012,34.94,220.46,220.29,193.31,-11.75,8.60,42.44,9.95,36.68,2.29,0.82,-3.51,-5.76,3.98,-4.70,-0.56,42.23,179.07,4.45
2011,32.71,175.62,128.02,90.92,-133.87,7.26,50.27,8.20,44.51,2.37,0.95,-14.68,-22.99,-5.95,-17.85,-1.28,32.73,191.74,5.45
2010,37.95,180.03,121.82,92.33,-79.73,6.34,57.57,11.04,33.06,2.75,0.96,-11.74,-19.62,-9.98,-13.86,-1.46,4.81,180.73,1.21
2009,40.59,160.61,117.52,97.46,-68.69,5.40,67.59,12.95,28.18,1.79,0.71,-17.40,-27.45,-17.69,-26.49,-2.57,42.03,144.98,12.09
2008,31.42,144.59,136.54,113.98,-8.18,4.19,87.11,10.19,35.81,1.48,0.74,-6.83,-10.83,0.61,-11.14,-1.23,40.61,59.24,5.46
2007,33.68,151.96,164.64,148.14,19.89,5.59,65.29,13.15,27.75,1.69,0.82,15.30,23.60,20.68,16.88,2.86,32.75,49.72,8.53
2006,43.63,110.21,90.23,62.34,-4.42,5.96,61.24,10.99,33.21,1.04,0.69,-4.04,-8.76,-7.73,-7.51,-0.80,45.37,43.71,11.70
2005,48.98,99.71,77.41,59.43,-9.09,6.28,58.12,13.88,26.29,0.86,0.55,-7.83,-16.56,-11.79,-15.46,-1.67,19.15,26.41,7.35
2004,49.11,112.30,100.64,85.29,4.75,6.08,60.03,11.08,32.94,0.51,0.34,2.73,4.88,5.21,6.45,0.51,12.02,16.62,3.36
2003,48.96,156.04,187.23,158.81,3.13,7.47,48.86,10.05,36.31,0.77,0.38,1.62,2.21,2.41,2.59,0.24,44.26,16.44,10.02
2002,40.72,160.68,179.25,149.33,1.22,7.49,48.73,10.33,35.33,1.12,0.54,2.73,3.47,2.92,2.92,0.34,33.34,2.95,7.65
2001,58.33,115.15,95.46,72.33,-5.88,7.08,51.55,10.84,33.67,0.54,0.36,-13.72,-30.45,-26.68,-41.83,-3.08,,,
2000,41.28,123.21,145.88,105.61,-2.83,23.37,15.61,8.94,40.82,0.24,0.17,0.90,0.23,-7.54,0.79,0.03,11.30,0.46,1.37
1999,18.28,157.93,321.10,319.55,-32.20,9.01,40.51,13.91,26.24,0.00,0.00,-2.36,-2.82,-4.89,-1703.24,-0.38,-12.66,-2.84,-1.65
