,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,11.71,153.78,361.91,352.16,-25240.47,0.31,1177.41,1.98,184.34,0.13,0.05,-26.13,-34.65,-26.47,-448.53,-2.97,6.59,171.36,0.44
2016,31.17,194.53,207.10,192.15,-1708.76,1.75,208.57,3.02,120.86,1.10,0.43,-8.43,-13.51,-7.05,-20.41,-0.96,0.00,258.90,0.00
2015,36.74,187.22,238.67,204.45,-1071.39,2.23,163.67,2.15,169.76,1.39,0.57,-4.85,-8.66,-5.94,-9.26,-0.59,15.04,140.29,1.77
2014,40.37,184.32,202.78,159.25,-4479.73,3.20,114.06,2.46,148.37,1.26,0.55,-24.71,-39.65,-28.64,-45.46,-3.54,0.00,36.59,0.00
2013,33.27,150.69,146.26,119.06,-2300.28,4.11,88.80,3.57,102.24,1.18,0.54,-14.34,-22.53,-25.04,-27.66,-2.59,6.65,27.13,1.71
2012,24.05,274.15,223.40,192.56,-1189.10,2.68,136.19,9.41,38.78,1.75,0.52,-3.67,-5.31,2.76,-7.60,-0.73,63.10,31.04,12.59
2011,25.91,258.77,180.22,161.87,-4996.65,2.27,160.79,6.61,55.21,1.52,0.44,-20.56,-29.74,-16.31,-48.15,-4.93,0.00,25.12,0.00
2010,31.96,266.95,135.10,101.34,-1368.86,2.93,124.57,5.67,64.37,2.00,0.60,-4.26,-6.44,-7.31,-7.61,-1.27,0.00,24.13,-0.49
2009,26.19,224.69,187.81,145.63,4647.55,3.61,101.10,6.00,60.83,1.86,0.64,4.28,5.31,13.96,6.56,1.16,3.70,29.38,1.20
2008,15.01,237.16,289.84,250.44,41458.50,3.24,112.65,6.43,56.76,1.51,0.49,2.60,3.11,8.34,5.32,0.61,39.94,36.23,5.21
2007,18.33,290.74,383.99,345.86,,4.90,74.48,5.05,72.27,3.26,0.93,32.07,39.06,96.10,34.38,8.46,72.38,37.84,15.96
2006,17.00,271.89,406.87,293.32,*****,3.24,112.65,1.57,232.48,1.23,0.38,14.74,17.13,20.17,30.00,1.61,-113.59,-44.6,-20.89
2005,10.00,402.22,759.06,718.91,*****,1.67,218.56,0.49,744.89,0.09,0.02,-2.18,-2.43,-5.95,111.00,-0.24,-42.67,-18.25,-4.77
