,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,44.23,387.79,140.33,72.31,16.57,8.33,43.81,2.98,122.48,5.04,0.81,6.96,11.87,21.56,8.01,1.46,9.08,112.66,0.46
2016-01-01,46.12,351.42,126.76,70.77,18.72,8.02,45.51,3.0,121.66,4.54,0.78,7.98,14.19,22.33,9.72,1.65,22.22,189.67,11.58
2015-01-01,47.47,335.07,128.6,71.34,-13.93,7.08,51.55,3.09,118.12,4.38,0.72,-7.56,-14.13,-17.35,-10.98,-1.45,8.31,257.43,-0.43
2014-01-01,40.55,419.86,140.33,76.02,11.2,7.71,47.34,4.1,89.02,5.33,0.87,4.51,6.82,12.43,4.7,0.92,11.25,376.46,2.34
2013-01-01,39.06,388.6,139.96,83.63,6.81,6.79,53.75,4.93,74.03,4.74,0.81,3.27,4.79,9.2,3.41,0.68,25.24,564.78,8.85
2012-01-01,46.04,342.28,104.93,61.43,3.4,6.73,54.23,4.29,85.08,4.85,0.76,2.21,3.11,4.42,2.2,0.41,16.33,129.24,8.52
2011-01-01,48.12,329.67,102.71,54.97,-9.48,6.3,57.93,4.14,88.16,5.09,0.8,-5.45,-10.69,3.64,-7.31,-1.45,31.46,122.75,14.26
2010-01-01,39.49,536.7,162.87,94.52,15.99,6.26,58.3,4.12,88.59,7.5,0.85,8.22,13.3,7.3,8.95,1.95,-8.75,99.32,-5.72
2009-01-01,44.48,535.72,172.3,82.57,3.76,5.8,62.93,2.51,145.41,6.13,0.74,3.12,5.29,13.52,3.59,0.82,39.96,76.81,14.76
2008-01-01,68.97,771.35,119.42,44.34,-2.32,6.98,52.29,3.42,106.72,7.76,0.64,-3.46,-12.42,11.07,-6.91,-2.18,-3.25,28.43,-8.76
2007-01-01,53.89,863.47,222.75,105.2,11.7,5.54,65.88,5.18,70.46,11.49,1.0,9.22,18.79,40.69,7.6,3.6,56.44,39.66,7.21
2006-01-01,54.75,421.97,137.39,58.55,9.24,6.03,60.53,6.44,56.67,9.65,1.06,10.21,21.93,26.79,8.48,3.45,8.96,22.58,9.13
2005-01-01,60.51,363.08,133.13,102.63,0.08,5.69,64.14,5.3,68.86,7.39,0.9,0.94,0.39,8.69,0.17,0.06,0.0,19.11,0.0
2004-01-01,55.06,404.32,136.98,50.1,12.49,5.8,62.93,6.63,55.05,7.47,0.91,12.95,25.11,23.55,10.2,4.03,0.0,24.68,0.0
2003-01-01,46.58,243.32,137.87,84.94,1569.31,4.87,74.94,7.46,48.92,5.1,1.25,9.82,15.96,8.06,7.37,2.29,19.2,103.14,0.88
2002-01-01,37.22,275.22,150.81,96.31,8.82,4.12,88.59,6.95,52.51,4.39,1.07,10.66,15.7,8.55,8.82,2.16,38.46,164.98,10.93
2001-01-01,42.25,251.09,145.23,112.02,1.92,4.0,91.25,8.0,45.62,3.9,0.9,4.07,3.67,4.0,2.16,0.44,17.2,114.28,6.89
2000-01-01,50.79,214.42,95.24,73.13,2.28,4.54,80.39,8.92,40.91,3.74,0.9,7.71,9.63,2.12,5.07,1.06,0.0,170.38,0.0
1999-01-01,54.24,194.08,83.3,63.05,1.62,4.54,80.39,9.52,38.34,4.0,0.92,9.49,4.66,9.23,2.19,0.46,9.04,159.03,6.2
1998-01-01,60.13,199.55,81.31,66.75,-2.69,4.43,82.39,9.33,39.12,5.05,1.02,-10.0,-32.46,3.38,-15.23,-3.65,18.78,177.82,18.3
1997-01-01,52.08,314.36,112.8,86.15,1.62,4.79,76.2,9.0,40.56,5.25,0.96,6.87,5.72,12.12,2.68,0.71,0.0,82.94,0.0
1996-01-01,36.69,235.03,204.5,139.72,2.88,5.6,65.17,8.52,42.84,3.94,1.31,4.07,4.23,7.37,2.5,0.49,9.92,116.85,2.07
1995-01-01,35.05,180.42,128.76,78.06,7.29,6.43,56.76,9.11,40.07,3.99,1.47,10.31,13.91,19.88,5.78,1.68,19.05,122.09,7.22
1994-01-01,37.0,178.35,131.44,89.1,7.07,6.08,60.03,8.9,41.01,3.89,1.46,10.95,15.36,26.1,6.16,1.87,30.24,133.68,12.01
1993-01-01,39.93,150.25,123.41,77.92,6.36,6.37,57.3,8.4,43.45,3.37,1.43,11.98,17.68,32.33,6.86,2.21,16.44,76.4,7.58
1992-01-01,42.97,149.56,117.47,79.43,5.35,6.36,57.39,7.68,47.53,3.18,1.33,11.5,17.54,31.76,6.91,2.14,28.78,58.54,13.93
