,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,26.88,384.81,307.96,256.72,28.67,9.65,37.82,7.53,48.47,2.85,0.62,11.1,15.04,113.81,16.79,9.33,86.43,142.89,4.35
2016-01-01,30.27,349.85,298.96,240.96,26.23,10.52,34.69,6.61,55.21,2.43,0.58,9.54,13.68,93.28,15.32,7.5,75.39,137.45,4.05
2015-01-01,35.07,289.79,256.13,202.01,15.44,10.11,36.1,6.64,54.96,2.28,0.64,6.42,9.63,61.4,9.63,4.72,81.8,120.55,7.41
2014-01-01,38.98,263.4,247.56,188.03,6.41,9.98,36.57,7.47,48.86,2.76,0.75,3.0,5.0,27.0,4.0,1.8,36.0,115.01,4.2
2013-01-01,40.51,287.33,218.56,157.52,11.98,9.94,36.72,7.47,48.86,2.95,0.81,5.69,9.11,51.7,6.23,4.25,39.89,129.08,4.19
2012-01-01,40.69,459.25,219.44,164.94,5.23,49.35,7.39,38.77,9.41,17.09,3.0,2.0,3.0,2.0,2.0,1.25,17.0,114.1,-2.65
2011-01-01,32.19,446.23,376.88,286.18,28.62,12.98,28.12,9.43,38.7,3.88,0.77,9.0,13.0,36.0,12.0,5.81,119.0,110.18,-0.1
2010-01-01,28.2,425.49,364.96,296.01,41.28,12.22,29.86,10.86,33.6,3.57,0.75,13.45,18.85,44.77,16.7,8.31,126.19,108.01,5.74
2009-01-01,32.31,331.06,230.47,183.06,20.7,11.6,31.46,7.79,46.85,2.49,0.65,9.53,14.45,18.05,13.4,5.17,89.7,91.0,10.05
2008-01-01,41.01,245.43,133.6,83.9,1.8,11.22,32.53,7.51,48.6,2.68,0.83,2.35,2.79,-5.05,2.44,1.1,41.24,80.09,-3.76
2007-01-01,30.55,321.81,235.34,177.73,23.1,10.74,33.98,7.31,49.93,2.51,0.64,14.53,20.54,40.66,19.87,8.63,46.11,94.54,0.35
2006-01-01,31.64,262.74,195.63,140.57,20.19,12.71,28.71,6.99,52.21,1.92,0.61,12.43,17.99,28.22,17.85,5.88,89.23,138.56,5.53
2005-01-01,33.67,246.47,184.11,104.33,22.71,12.3,29.67,6.4,57.03,1.96,0.67,18.0,26.97,28.96,24.94,7.43,112.8,118.91,4.51
2004-01-01,36.8,261.25,198.56,117.86,23.09,13.56,26.91,5.99,60.93,2.07,0.67,20.97,33.43,56.14,28.2,8.46,112.74,116.04,9.37
2003-01-01,41.99,231.22,221.51,118.15,9.14,13.35,27.34,5.2,70.19,1.51,0.57,10.42,17.17,29.95,16.63,3.92,119.34,80.14,6.8
2002-01-01,47.2,214.23,203.26,113.72,4.54,13.34,27.36,3.92,93.11,1.16,0.47,7.11,11.75,21.17,12.63,2.62,94.51,47.83,7.14
2001-01-01,51.08,203.7,185.0,78.22,1.94,13.04,27.99,2.9,125.86,0.88,0.37,3.96,5.23,9.71,6.83,1.17,29.07,36.1,1.4
2000-01-01,47.46,189.97,102.71,37.67,4.19,12.1,30.16,3.15,115.87,0.94,0.39,9.39,16.36,12.21,19.77,3.54,14.28,38.86,1.3
1999-01-01,53.46,196.51,140.86,59.93,6.58,11.0,33.18,2.91,125.42,0.75,0.32,7.49,13.67,6.21,18.66,2.74,30.09,39.76,2.56
1998-01-01,47.35,167.59,130.19,70.28,5.94,12.35,29.55,2.8,130.36,0.76,0.35,8.11,14.02,8.65,17.95,2.74,3.94,43.25,0.67
1997-01-01,51.22,171.72,125.21,72.16,3.63,13.07,27.93,3.42,106.73,1.18,0.5,4.23,6.32,14.51,5.94,1.11,50.45,58.25,14.2
1996-01-01,43.75,172.26,125.19,43.27,3.2,11.66,31.3,3.18,114.78,1.29,0.57,6.08,8.63,8.32,8.28,1.49,44.18,56.73,5.08
1995-01-01,41.98,186.81,165.26,87.38,5.37,12.2,29.92,3.7,98.65,1.54,0.6,6.52,8.82,17.16,8.29,1.54,13.21,66.4,0.8
1994-01-01,34.16,187.19,188.73,119.94,10.19,12.84,28.43,3.65,100.0,1.32,0.57,7.97,10.64,14.39,11.87,1.85,85.02,105.01,9.28
1993-01-01,27.91,161.44,117.13,41.96,20.34,14.62,24.96,2.53,144.27,1.17,0.54,7.41,10.19,8.51,13.12,1.71,60.95,90.32,8.19
1992-01-01,32.68,165.88,112.2,33.82,17.99,14.5,25.17,2.57,142.02,1.31,0.55,9.06,12.54,13.63,14.84,2.1,31.79,87.16,3.18
