,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,12.37,157.78,424.44,366.56,92.00,7.68,47.52,5.15,70.87,0.71,0.38,28.27,37.00,140.07,73.37,14.36,154.33,112.39,8.00
2016,37.47,152.04,74.79,55.90,37.47,7.42,49.19,5.33,68.48,0.70,0.34,20.17,33.77,93.59,56.99,8.67,47.30,106.63,4.33
2015,47.25,138.20,50.58,29.22,21.54,7.63,47.83,4.78,76.35,0.86,0.42,17.15,35.57,72.78,39.13,7.07,52.57,45.87,9.20
2014,60.17,108.20,43.23,30.95,27.44,7.73,47.21,4.18,87.32,0.94,0.49,29.50,109.18,128.21,57.41,11.77,54.92,15.83,20.88
2013,89.28,29.61,28.38,16.68,6.49,8.22,44.40,3.52,103.69,0.88,0.48,9.62,137.35,3.38,17.27,0.34,17.16,-32.12,132.93
2012,97.73,25.89,39.42,21.64,-20.96,6.41,56.94,3.90,93.58,0.63,0.32,-31.47,-287.73,-12.60,-110.98,-2.24,-19.52,-60.33,-19.93
2011,80.77,75.27,46.41,23.02,-24.54,4.88,74.79,5.31,68.73,0.52,0.31,-30.84,-143.91,-22.32,-108.56,-8.06,-23.90,-16.86,-11.11
2010,75.23,94.89,49.98,32.23,-9.97,5.04,72.42,7.26,50.27,0.73,0.43,-10.57,-43.22,-29.23,-26.76,-4.34,7.31,11.40,2.95
2009,71.89,121.50,76.23,58.92,-14.11,4.78,76.35,7.68,47.52,0.62,0.32,-15.81,-63.32,-46.76,-48.88,-8.67,-22.65,23.53,-8.14
2008,75.81,127.77,56.90,32.67,-26.43,5.66,64.48,8.65,42.19,0.52,0.31,-28.21,-78.60,-51.38,-101.15,-7.86,-36.20,54.12,-7.55
2007,52.26,125.10,65.47,47.37,-13.10,4.52,80.75,9.56,38.17,0.66,0.39,-8.66,-17.49,-19.12,-23.55,-2.89,24.66,74.27,2.68
2006,43.05,364.19,458.92,403.14,29.23,6.16,59.25,9.72,37.55,2.29,0.55,15.19,25.84,36.43,23.16,4.55,148.51,172.74,11.63
2005,42.89,239.47,207.64,135.51,5.04,6.58,55.47,6.32,57.75,1.45,0.49,3.00,4.08,1.54,4.68,0.61,76.99,95.16,9.54
2004,40.37,159.29,108.20,51.63,8.98,7.04,51.84,4.33,84.29,0.96,0.43,8.65,13.29,23.12,17.37,1.98,83.40,49.85,13.99
2003,41.99,154.71,126.13,79.37,0.26,5.44,67.09,4.17,87.52,0.66,0.34,-0.70,-3.16,-0.15,-5.09,-0.44,57.75,30.64,9.48
2002,48.60,146.76,161.82,99.92,2.40,8.39,43.50,3.78,96.56,0.62,0.36,4.29,6.16,11.24,7.76,0.85,43.43,16.45,6.28
2001,57.00,127.00,111.00,44.00,-5.00,3.62,100.82,3.55,102.81,0.23,0.15,-11.00,-28.00,-37.00,-82.00,-3.93,*****,1.00,*****
2000,53.24,120.54,100.20,57.06,2.89,4.87,74.94,3.42,106.72,0.31,0.20,2.97,3.69,4.75,10.15,0.68,8.17,4.43,1.82
