,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,23.16,304.05,257.78,85.47,38.98,13.39,27.25,1.60,228.12,1.49,0.40,2.47,3.07,16.02,5.98,1.35,-21.11,-11.79,-8.93
2016,19.99,359.88,349.37,168.17,181.82,14.65,24.91,2.17,168.20,1.56,0.39,5.01,6.27,30.77,12.62,2.75,-48.97,-7.32,-10.04
2015,21.22,358.87,384.12,259.95,82.71,12.51,29.17,2.38,153.36,1.09,0.29,2.88,3.57,17.95,9.75,1.54,-20.86,5.36,-5.67
2014,19.14,331.34,472.01,380.21,45.09,13.24,27.56,2.63,138.78,1.21,0.27,1.84,2.25,11.92,6.57,0.98,42.91,26.62,-4.37
2013,20.08,521.76,449.21,340.12,75.55,13.49,27.05,2.87,127.17,1.62,0.28,1.39,1.64,24.27,4.77,0.64,-0.34,26.71,-8.09
2012,8.06,715.22,304.57,131.71,6300.40,10.35,35.26,4.11,88.80,1.93,0.26,44.44,48.98,4.29,143.37,15.14,30.26,48.85,-0.44
2011,11.19,458.63,383.60,206.27,1086.15,10.57,34.53,6.18,59.06,1.83,0.37,3.08,3.48,3.89,7.24,0.73,18.61,72.84,-0.99
2010,12.07,472.95,363.28,261.09,2693.50,8.79,41.52,7.69,47.46,2.05,0.40,3.01,3.43,2.94,7.49,0.62,56.66,98.42,0.27
2009,12.48,456.22,316.68,246.65,1958.87,8.70,41.95,8.75,41.71,1.82,0.37,2.99,3.39,3.90,8.02,0.60,98.87,89.68,2.67
2008,11.01,434.25,333.49,256.37,14825.00,9.01,40.51,9.78,37.32,1.50,0.32,1.96,2.21,1.18,6.07,0.39,68.33,91.54,0.80
2007,11.41,426.51,352.83,287.61,16421.57,7.97,45.79,9.86,37.01,1.35,0.29,1.43,1.61,1.66,4.84,0.28,143.89,79.21,2.79
2006,11.80,407.81,345.01,283.83,16058.13,7.35,49.65,10.49,34.79,1.34,0.31,1.07,1.23,1.00,3.54,0.21,77.87,88.65,0.89
2005,12.84,385.19,243.74,189.66,35889.00,7.70,47.40,10.57,34.53,1.33,0.32,0.92,1.09,3.37,2.90,0.18,87.10,85.91,1.77
2004,17.28,356.27,308.35,257.53,124.77,6.81,53.59,11.02,33.12,1.32,0.33,0.39,0.52,3.69,1.23,0.08,146.26,82.11,2.98
2003,33.90,368.67,206.41,171.53,216.50,7.18,50.83,11.47,31.82,1.35,0.33,2.37,3.57,4.41,7.21,0.53,98.88,76.21,2.50
2002,34.04,346.11,273.26,234.24,199.78,7.53,48.47,9.69,37.66,1.19,0.31,2.88,4.34,4.88,9.24,0.63,145.94,79.24,4.64
2001,34.06,323.60,190.82,156.25,224.46,7.59,48.08,9.99,36.53,1.16,0.32,2.24,3.35,6.97,6.83,0.48,102.00,66.36,3.20
2000,32.63,307.40,345.55,286.51,949.36,8.68,42.05,8.61,42.39,1.18,0.35,3.36,5.01,9.16,9.48,0.73,153.80,72.61,2.77
1999,33.33,302.13,433.05,369.32,404.10,8.83,41.33,7.42,49.19,1.18,0.36,2.73,4.08,7.36,7.61,0.62,160.12,86.79,3.47
1998,33.02,308.19,461.25,390.91,532.18,9.10,40.11,7.91,46.14,1.41,0.42,4.04,6.17,10.70,9.14,0.99,130.35,95.49,3.99
1997,36.47,142.20,324.28,259.38,722.22,9.84,37.09,7.67,47.59,0.73,0.47,5.71,9.08,15.49,11.78,1.48,155.09,109.21,5.15
