,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,75.69,1154.99,146.3,41.93,0.0,0.37,986.48,0.21,1738.09,2.72,0.1,-62.27,-287.14,-1.29,-617.1,-0.13,0.0,0.0,0.0
2016-01-01,80.35,395.96,126.92,39.85,-282.88,3.04,120.06,0.49,744.89,8.88,0.41,-50.65,-205.25,-2.42,-122.43,-0.25,0.0,0.0,0.0
2015-01-01,73.48,580.16,133.36,22.61,-96.65,13.22,27.6,0.56,651.78,14.28,0.62,-45.21,-191.96,-4.28,-72.36,-0.64,0.0,41.77,0.0
2014-01-01,77.22,522.72,96.37,35.88,-50.62,3.25,112.3,0.95,384.21,11.39,0.66,-65.14,-196.01,-13.72,-99.89,-1.66,0.0,28.63,0.0
2013-01-01,57.16,610.16,87.98,32.72,-93.62,3.23,113.0,1.48,246.62,3.28,0.72,-45.68,-93.92,-22.57,-63.75,-2.6,-60.06,-174.03,-56.52
2012-01-01,44.31,976.38,113.41,53.18,-77.91,3.05,119.67,1.67,218.56,10.41,0.53,-35.0,-62.87,-19.08,-66.25,-3.69,-38.02,-39.0,-19.67
2011-01-01,43.38,1195.53,106.9,54.75,0.0,1.89,193.12,3.52,103.69,3.77,0.45,-28.37,-54.87,-15.13,-64.14,-2.4,-6.5,11.89,-4.07
2010-01-01,49.1,323.69,82.58,71.68,0.0,1.91,191.09,12.33,29.6,3.09,0.5,-18.05,-37.7,-14.59,-37.29,-2.68,18.54,326.11,13.66
2009-01-01,51.26,347.25,105.71,93.86,0.0,2.38,153.36,5.76,63.36,4.37,0.63,-6.96,-13.91,-12.0,-11.74,-1.37,8.27,291.66,4.99
2008-01-01,43.34,432.33,114.6,90.09,0.0,3.46,105.49,6.12,59.64,8.17,1.02,-3.41,-7.2,-2.81,-4.01,-0.77,9.8,87.01,3.66
2007-01-01,42.9,500.47,136.8,114.23,4.92,4.17,87.52,6.93,52.66,9.46,1.27,6.12,9.82,3.49,4.13,1.03,10.12,55.02,5.38
2006-01-01,51.86,382.41,140.44,110.82,0.0,2.4,152.08,4.67,78.15,6.44,0.88,-7.34,-20.07,-7.54,-10.02,-1.23,40.94,36.37,23.29
2005-01-01,59.21,245.03,126.85,99.03,0.0,2.64,138.25,4.84,75.41,4.38,0.71,-24.44,-61.2,-29.0,-35.68,-5.75,13.01,51.51,12.29
2004-01-01,57.82,353.04,136.71,105.78,0.0,2.84,128.52,5.69,64.14,6.5,0.92,-0.57,-2.46,-4.93,-1.39,-0.33,0.0,39.03,0.0
2003-01-01,35.83,523.69,272.08,202.03,43.31,3.82,95.54,8.27,44.13,11.39,1.53,18.42,28.61,29.36,11.78,4.43,0.0,51.69,0.0
2002-01-01,38.5,482.63,215.61,166.92,122.31,3.87,94.31,7.17,50.9,14.35,1.34,13.33,20.69,25.55,9.84,2.94,0.0,63.18,0.0
2001-01-01,32.88,1393.59,277.2,223.02,133.12,4.92,74.18,6.25,58.4,39.23,1.54,25.97,41.15,52.28,16.81,6.75,107.07,0.88,46.84
2000-01-01,45.17,2398.9,228.06,161.37,51.29,4.46,81.83,5.97,61.13,54.47,1.94,28.34,49.69,46.56,14.33,6.01,0.0,0.0,0.0
