,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,34.45,125.52,229.13,226.08,7.25,7.44,49.05,,,0.30,0.23,3.07,4.06,10.14,11.71,0.83,106.13,54.01,4.58
2016,35.42,123.58,205.17,202.21,7.33,8.38,43.55,,,0.29,0.22,2.77,3.73,9.49,10.83,0.76,96.84,51.58,4.15
2015,36.87,124.04,252.73,247.95,9.46,11.01,33.15,,,0.30,0.22,2.86,3.95,9.74,11.48,0.79,115.39,42.26,3.99
2014,34.04,131.79,442.55,435.52,27.90,13.13,27.79,,,0.35,0.24,2.50,3.29,8.23,10.03,0.63,136.51,37.34,3.01
2013,17.64,154.45,985.17,970.54,689.07,13.33,27.38,,,0.40,0.26,2.46,2.97,6.33,9.51,0.54,206.48,157.08,2.51
2012,12.97,196.80,527.30,517.07,1219.20,10.67,34.20,,,0.44,0.19,2.24,2.56,2.99,11.64,0.48,102.62,87.11,0.56
2011,12.18,200.77,518.39,508.64,1615.71,11.16,32.70,,,0.43,0.18,3.49,3.93,3.22,18.99,0.76,130.99,82.45,-0.40
2010,10.64,214.06,902.21,889.12,9946.42,10.33,35.33,,,0.43,0.18,4.66,5.24,2.56,26.31,1.01,95.04,82.36,-0.51
2009,11.65,220.26,419.97,393.08,2502.76,10.72,34.04,,,0.42,0.17,3.01,3.43,3.42,17.29,0.63,110.74,84.41,2.64
2008,12.48,205.49,328.27,314.79,648.93,13.35,27.34,,,0.51,0.22,4.26,4.87,4.90,19.64,0.88,167.02,101.44,0.21
2007,12.79,206.66,343.79,328.14,3849.79,10.98,33.24,,,0.50,0.21,3.98,4.60,4.85,18.87,0.84,107.77,136.43,-1.07
2006,14.13,204.74,268.86,260.76,264.76,11.55,31.60,,,0.45,0.21,5.69,6.63,4.20,27.42,1.20,55.24,163.6,-1.46
2005,14.95,173.20,117.85,113.96,77.77,12.04,30.31,,,0.42,0.21,6.15,7.19,4.62,28.50,1.25,158.01,225.97,3.57
2004,16.10,171.17,197.98,194.05,17.45,9.27,39.37,*****,*****,0.42,0.21,4.32,5.05,4.95,19.70,0.86,238.26,148.66,7.49
2003,22.35,179.60,284.50,282.14,6.39,6.33,57.66,*****,*****,0.40,0.19,2.72,3.08,5.47,12.15,0.53,148.44,110.77,6.41
2002,29.67,177.46,220.00,218.73,3.36,12.07,30.24,*****,*****,1.33,0.65,2.82,3.22,-3.68,3.06,0.51,28.91,77.99,2.52
2001,14.68,220.44,508.84,499.34,*****,6.73,54.23,*****,*****,2.13,0.84,-0.28,-0.32,5.77,-0.33,-0.04,69.30,168.46,4.09
2000,13.80,214.56,416.63,408.52,15.14,7.01,52.06,*****,*****,2.56,1.00,0.75,0.73,6.77,0.62,0.09,-65.59,190.04,-6.05
1999,17.23,217.63,335.56,330.07,8710.78,6.70,54.47,*****,*****,2.57,1.05,6.40,7.75,16.43,6.25,0.94,40.14,235.63,5.34
1998,17.74,197.83,314.93,307.77,1402.39,6.57,55.56,0.00,*****,2.32,1.06,22.17,27.34,19.72,20.84,4.13,65.15,213.39,8.31
1997,20.46,155.78,183.14,176.09,79944.00,7.10,51.41,0.00,*****,2.31,1.18,11.28,14.16,25.46,9.22,2.24,94.16,163.87,9.46
1996,20.21,145.62,177.92,165.89,5229.27,6.89,52.98,0.00,*****,2.06,1.13,9.98,12.83,20.04,8.69,1.88,95.85,109.14,9.96
1995,27.14,123.30,102.42,97.13,1252.97,6.76,53.99,0.00,*****,1.71,1.01,6.53,8.61,14.83,6.18,1.26,39.32,89.32,4.86
1994,33.16,5.88,113.23,109.18,771.51,5.55,65.77,0.00,*****,1.29,0.70,7.38,9.24,14.73,8.80,1.33,42.19,95.9,9.43
1993,27.19,115.19,114.64,110.03,398.22,5.71,63.92,0.00,*****,1.15,0.72,8.21,9.68,13.68,8.53,1.37,32.73,79.00,8.4
1992,43.82,106.35,93.53,89.19,557.35,5.38,67.84,46.83,7.79,1.39,0.84,10.20,14.41,28.84,9.49,2.35,54.58,77.73,14.84
