,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,70.09,722.80,138.72,108.19,7.25,5.03,72.56,14.55,25.08,45.36,2.49,2.01,5.57,18.36,0.69,1.32,-0.94,48.05,-4.61
2016,67.64,657.59,143.60,120.22,13.47,4.50,81.11,15.51,23.53,33.88,2.27,2.87,8.08,26.70,1.16,1.88,0.61,57.59,-2.37
2015,66.58,514.91,137.00,113.71,14.11,4.93,74.03,14.31,25.50,34.74,2.40,2.74,8.35,26.37,1.06,2.01,5.08,90.01,2.46
2014,72.01,525.02,129.80,101.88,10.55,4.66,78.32,13.73,26.58,37.03,2.37,2.34,7.34,22.01,0.89,1.63,13.51,99.88,19.16
2013,70.26,544.60,130.27,106.85,9.83,4.02,90.79,12.91,28.27,33.00,2.14,1.00,2.70,9.88,0.42,0.57,0.25,37.36,
2012,60.86,4933.35,116.66,99.42,67.45,4.60,79.34,23.50,15.53,281.29,2.23,2.55,6.03,11.04,1.06,1.47,,62.12,
2011,55.24,4857.33,126.54,109.66,90.29,4.51,80.93,25.98,14.04,297.45,2.74,4.14,10.05,17.63,1.70,2.53,21.92,79.96,15.59
2010,62.30,5198.65,123.55,109.28,220.70,5.22,69.92,21.87,16.68,387.99,2.81,7.96,22.06,41.29,2.76,5.38,8.85,67.04,5.48
2009,65.97,4588.15,118.24,92.90,442.92,5.81,62.82,19.45,18.76,293.82,2.18,8.84,21.87,42.94,3.07,4.91,1.67,60.78,-2.69
2008,47.37,4238.30,159.15,136.44,165.75,6.46,56.50,29.75,12.26,195.70,2.74,8.32,16.19,28.96,3.12,3.26,8.34,127.39,-4.81
2007,50.38,4077.92,158.80,140.88,147.64,6.77,53.91,35.10,10.39,198.10,2.71,8.82,18.31,37.14,3.20,3.58,17.01,149.52,5.91
2006,53.92,2966.09,129.64,116.56,53.01,6.02,60.63,28.22,12.93,126.20,1.96,6.45,12.87,24.23,2.89,2.35,17.54,148.6,12.75
2005,46.59,2784.28,196.73,172.15,23.07,5.90,61.86,23.58,15.47,75.36,1.82,7.70,13.78,22.52,3.81,2.43,20.97,160.68,5.48
2004,45.81,2006.57,154.73,135.83,16.79,5.56,65.64,24.14,15.12,67.45,1.99,6.24,10.87,24.88,3.11,1.95,17.90,142.51,1.86
2003,45.04,2064.31,210.16,187.35,17.86,5.28,69.12,20.57,17.74,42.92,1.40,11.47,20.52,26.77,6.97,3.80,14.84,138.86,3.77
2002,48.29,1608.45,258.02,230.60,30.72,6.22,58.68,19.16,19.05,27.54,1.28,10.85,18.25,25.32,6.80,3.21,16.30,171.37,3.68
2001,32.76,936.36,170.64,144.02,60.02,5.56,65.64,13.41,27.21,17.96,1.29,10.00,14.96,19.11,7.03,2.66,47.65,188.00,19.53
2000,35.49,674.34,131.74,99.97,64.42,8.35,43.71,12.75,28.62,15.57,1.49,13.80,19.70,30.60,8.05,3.84,11.24,130.81,-1.18
1999,20.24,790.22,341.07,307.58,107.71,7.12,51.26,15.39,23.72,12.15,1.24,18.20,23.17,51.26,13.17,5.82,72.12,194.45,16.79
1998,44.18,657.74,339.05,266.55,27.60,9.62,37.94,8.76,41.67,12.69,1.45,11.87,18.80,33.94,5.87,3.86,53.89,30.73,15.33
1997,27.55,354.75,270.20,165.73,4.47,5.89,61.97,6.69,54.56,8.11,1.66,5.58,7.32,7.60,2.63,1.38,-16.81,-28.53,-5.83
1996,43.86,248.65,168.71,112.06,6.72,6.13,59.54,6.95,52.52,7.78,1.76,7.31,12.36,20.86,3.13,2.35,-5.04,-24.37,-3.39
1995,53.75,232.62,143.09,75.93,5.93,9.66,37.78,7.66,47.65,11.29,2.24,8.74,16.29,41.57,2.77,2.87,-20.41,-5.54,-20.32
1994,53.89,151.78,114.13,56.53,-3.68,8.54,42.74,6.67,54.72,5.93,1.80,-2.66,-6.06,-6.78,-1.66,-1.01,5.37,17.20,5.64
