,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,68.92,170.9,107.94,75.79,2.5,4.81,75.88,7.24,50.41,5.03,1.38,1.38,2.51,6.33,0.58,0.28,-4.56,58.7,-4.45
2016-01-01,67.72,161.94,103.68,69.5,5.6,8.27,44.13,11.51,31.71,7.99,1.94,3.42,7.78,16.17,1.4,0.87,24.35,79.05,19.81
2015-01-01,58.57,323.52,83.6,57.64,8.77,3.18,114.77,7.6,48.02,5.94,0.85,3.25,7.85,12.22,3.29,1.02,30.46,94.29,20.91
2014-01-01,67.74,394.15,99.6,79.45,9.17,4.05,90.12,11.29,32.32,9.0,1.14,5.25,14.6,16.62,4.12,1.72,7.66,51.92,7.02
2013-01-01,66.97,429.94,115.0,92.27,-20.83,4.63,78.83,10.59,34.46,7.42,0.98,-9.57,-27.44,-27.62,-9.79,-3.17,11.95,50.63,6.94
2012-01-01,45.49,1602.74,97.52,97.39,2.09,5.36,68.09,9999.99,0.03,23.86,1.0,0.64,0.65,4.15,0.36,0.09,5.06,59.49,1.56
2011-01-01,34.02,1795.02,67.53,67.26,1.53,6.02,60.63,9999.99,0.03,18.88,0.8,0.29,0.15,0.98,0.13,0.02,34.6,56.8,8.82
2010-01-01,32.01,4715.07,99.34,99.23,17.63,5.85,62.39,7896.57,0.04,49.38,0.82,2.36,3.27,1.7,2.72,0.51,-14.2,53.85,-3.65
2009-01-01,31.85,5045.59,105.02,104.81,-21.57,5.67,64.37,9182.09,0.03,44.02,0.72,-3.89,-6.02,4.11,-5.21,-0.89,23.8,70.01,4.46
2008-01-01,33.89,4399.91,115.11,114.79,1.54,6.75,54.07,13411.3,0.02,40.49,0.78,0.61,0.51,3.94,0.47,0.07,42.05,67.94,3.64
2007-01-01,19.2,4362.18,139.18,138.96,29.99,7.33,49.79,20044.54,0.01,31.81,0.65,4.37,5.07,6.25,5.98,0.81,101.77,81.86,8.57
2006-01-01,12.63,3464.89,111.74,109.07,24.23,7.0,52.14,2545.88,0.14,29.04,0.73,3.77,4.39,6.66,4.62,0.62,45.5,75.4,2.91
2005-01-01,21.59,2950.72,100.42,99.03,13.09,6.32,57.75,1167.81,0.31,29.11,0.83,4.97,6.11,7.28,5.61,0.78,86.07,70.09,9.82
2004-01-01,24.11,2781.13,134.32,130.79,21.63,6.28,58.12,441.38,0.82,25.25,0.74,8.62,10.82,6.19,10.73,1.42,48.47,48.29,5.0
2003-01-01,22.51,2761.87,206.42,199.35,21.33,5.58,65.41,103.35,3.53,20.34,0.65,12.66,15.95,2.95,17.83,2.12,68.51,37.95,4.89
2002-01-01,23.89,2302.32,191.19,173.05,13.94,5.25,69.52,50.6,7.21,18.31,0.7,7.91,10.2,4.52,10.49,1.37,81.0,30.93,7.85
2001-01-01,29.71,1848.8,134.84,117.36,12.86,3.63,100.55,1.78,205.05,13.31,0.54,8.48,11.6,2.51,14.26,1.58,23.88,18.92,3.8
2000-01-01,33.78,1679.44,125.93,116.3,10.28,5.19,70.32,5.63,64.83,14.89,0.63,6.35,8.17,2.59,8.26,1.21,0.0,16.59,0.0
1999-01-01,23.95,1710.28,164.25,156.06,77.63,6.73,54.23,4.89,74.64,15.04,0.67,26.46,35.11,-1.54,33.83,5.59,20.88,24.36,6.23
1998-01-01,27.22,1788.99,121.47,103.96,15.99,7.52,48.53,3.07,118.89,25.18,1.02,11.71,15.91,8.16,10.21,2.42,0.0,29.06,0.0
1997-01-01,33.71,1750.33,127.64,100.35,9.38,6.6,55.3,3.34,109.28,26.76,1.03,7.15,10.75,4.11,5.69,1.66,3.32,27.21,1.44
1996-01-01,46.1,498.24,164.4,142.06,5.84,6.58,55.47,6.09,59.93,12.42,1.66,6.04,9.83,6.18,3.1,1.52,34.71,129.05,13.0
1995-01-01,49.26,438.15,139.2,112.19,324.0,7.55,48.34,6.86,53.21,12.05,1.69,6.14,9.65,5.36,2.55,1.49,9.4,54.57,5.16
1994-01-01,53.15,373.39,116.78,85.15,8.99,9.65,37.82,7.21,50.62,10.53,1.82,14.47,26.73,12.82,6.09,4.25,25.0,48.95,12.15
1993-01-01,50.2,226.76,120.22,73.87,5.45,10.16,35.93,6.06,60.23,8.52,1.95,8.92,14.81,14.06,3.16,2.32,-5.05,4.05,-4.1
1992-01-01,51.69,173.29,105.29,59.16,1.93,12.56,29.06,6.1,59.84,7.07,2.18,3.17,2.93,-2.1,0.66,0.38,6.22,53.01,1.05
