,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,46.04,283.12,238.22,230.85,8.18,11.63,31.38,21.78,16.75,0.65,0.21,4.51,8.60,27.09,19.21,2.37,86.11,76.23,16.57
2016,49.25,256.17,188.30,180.21,-2.76,12.78,28.56,13.77,26.50,0.59,0.19,-2.43,-5.61,-15.71,-16.26,-1.25,31.41,53.42,6.60
2015,41.50,234.70,101.09,92.25,8.05,14.36,25.41,10.18,35.85,0.80,0.20,3.66,7.38,25.31,16.16,2.33,18.95,50.36,4.41
2014,42.87,455.16,271.56,264.54,15.08,10.47,34.86,13.55,26.93,0.77,0.14,5.41,11.13,30.16,37.42,3.70,132.67,76.27,28.70
2013,38.45,216.92,440.56,437.18,16.19,13.30,27.44,24.52,14.88,1.21,0.21,7.02,14.71,39.38,31.28,3.03,39.16,78.29,3.47
2012,10.25,367.84,65.05,60.09,0.00,11.28,32.35,39.18,9.31,1.56,0.35,17.10,19.10,33.95,48.88,4.07,272.02,131.22,14.59
2011,10.68,440.74,395.04,389.88,0.00,10.58,34.49,37.35,9.77,2.10,0.37,16.73,19.01,37.81,44.65,4.08,51.68,115.79,0.00
2010,13.35,565.66,346.94,342.21,0.00,9.92,36.79,33.79,10.80,2.65,0.41,18.66,21.45,44.16,45.91,4.81,163.89,138.00,7.57
2009,12.67,598.40,361.62,355.71,0.00,10.54,34.62,27.51,13.26,3.41,0.43,17.66,20.27,43.39,40.80,4.23,125.32,129.02,3.21
2008,13.08,883.66,391.12,383.55,0.00,16.57,22.02,22.23,16.41,4.09,0.45,13.49,15.20,42.42,30.27,3.09,372.98,133.43,29.47
2007,9.40,758.42,507.19,493.40,44039.00,23.45,15.56,30.71,11.88,3.75,0.46,18.09,20.10,36.51,39.11,4.01,215.36,108.41,5.76
2006,10.63,699.81,448.60,442.37,*****,17.90,20.39,62.18,5.87,3.40,0.43,18.49,20.63,35.58,41.26,3.87,220.33,151.01,8.01
2005,10.13,585.17,443.55,438.48,5800.06,20.08,18.17,52.07,7.00,2.98,0.46,17.39,19.36,38.06,37.68,3.49,224.48,179.78,6.53
2004,10.28,489.41,456.33,447.68,180.18,24.72,14.76,75.11,4.85,2.38,0.44,19.15,22.34,35.72,36.64,3.85,221.67,227.00,15.63
2003,21.32,272.34,205.87,200.44,110.16,25.14,14.51,,,2.03,0.61,21.46,26.65,44.26,33.41,4.01,137.74,184.28,11.11
2002,18.83,259.74,213.26,208.51,153.83,25.20,14.48,,,1.95,0.63,18.74,22.56,37.46,27.78,3.15,140.02,196.15,9.34
2001,15.98,204.34,238.19,232.62,44.06,41.80,8.73,,,1.57,0.65,16.42,19.39,29.15,21.29,2.35,147.49,77.50,23.05
2000,19.09,124.66,182.40,161.25,141.69,123.54,2.95,,,1.23,0.80,10.41,13.05,18.12,12.42,1.28,118.73,39.12,23.48
