,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,26.54,251.3,361.87,239.23,268.81,2.87,127.17,2.56,142.57,2.57,0.83,13.69,18.53,83.65,16.56,6.33,82.28,96.78,5.21
2016-01-01,25.92,268.18,381.85,253.63,249.62,2.76,132.24,2.32,157.32,2.48,0.79,12.95,17.77,77.46,16.44,5.86,103.62,108.36,7.2
2015-01-01,28.85,266.26,424.52,271.04,175.25,2.61,139.84,2.24,162.94,2.25,0.73,11.1,15.77,68.39,15.13,5.09,70.55,86.78,1.37
2014-01-01,31.26,260.58,411.92,274.57,573.82,2.87,127.17,2.54,143.7,2.52,0.8,14.4,20.48,85.27,18.08,6.32,83.3,88.1,1.96
2013-01-01,28.2,280.7,433.91,306.16,579.7,2.85,128.07,2.68,136.19,2.75,0.78,15.49,21.44,81.0,19.86,6.06,118.99,102.74,11.51
2012-01-01,19.61,475.33,423.34,286.02,28818.13,3.77,96.81,3.14,116.24,3.18,0.62,12.91,16.27,32.17,20.93,4.32,138.56,94.62,3.23
2011-01-01,21.68,441.98,365.04,239.03,31815.27,3.97,91.93,3.77,96.81,3.35,0.71,15.34,19.61,31.18,21.71,4.91,49.33,91.23,-3.31
2010-01-01,21.84,385.61,366.54,273.19,87951.17,4.24,86.08,4.18,87.32,2.93,0.73,19.47,24.23,37.91,26.67,5.52,82.07,117.81,1.44
2009-01-01,17.03,297.28,527.19,395.56,29733.63,3.3,110.6,2.78,131.29,1.68,0.49,9.85,11.88,15.3,20.3,2.59,229.81,104.61,7.92
2008-01-01,17.01,279.06,519.79,367.75,18972.37,4.02,90.79,4.09,89.24,2.33,0.7,12.39,15.69,29.19,17.7,3.37,162.68,100.5,2.89
2007-01-01,24.87,247.11,279.04,199.74,1302.03,3.84,95.05,4.26,85.68,2.27,0.73,14.61,19.3,34.5,19.93,3.88,109.99,96.21,12.52
2006-01-01,23.83,222.29,235.29,156.93,359.05,3.73,97.85,4.08,89.46,2.11,0.75,17.41,22.93,36.12,23.11,4.44,74.75,83.02,6.55
2005-01-01,24.71,202.11,208.05,137.02,76.69,3.57,102.24,3.79,96.3,2.17,0.72,10.38,14.31,34.6,14.27,2.59,65.61,88.66,5.7
2004-01-01,32.15,275.87,370.78,279.98,203.14,4.01,91.02,4.64,78.66,3.16,0.94,18.27,25.44,39.43,19.45,4.33,98.6,78.13,8.95
2003-01-01,23.28,251.27,291.5,182.92,654.9,3.53,103.39,4.08,89.46,3.03,0.94,17.6,23.41,32.98,18.64,3.7,58.28,85.69,3.06
2002-01-01,27.25,231.34,224.7,140.81,410.11,3.23,113.0,4.08,89.46,2.82,0.93,15.2,20.62,33.78,16.35,3.21,89.29,151.4,12.15
2001-01-01,25.15,215.58,253.1,173.62,95.72,2.7,135.18,4.36,83.71,2.46,0.89,13.2,17.8,31.34,14.76,2.79,112.98,150.31,14.64
2000-01-01,27.67,193.53,218.71,158.95,23.2,2.69,135.68,5.71,63.92,2.42,0.96,10.7,14.35,30.71,10.75,2.23,23.24,129.78,4.99
1999-01-01,28.59,173.15,232.31,182.6,70.49,3.28,111.28,7.94,45.96,2.66,1.15,17.53,25.49,61.98,15.06,3.26,21.75,166.38,7.32
1998-01-01,36.44,148.11,175.13,145.78,24.63,4.0,91.25,9.94,36.72,2.83,1.3,20.37,34.15,96.76,15.01,3.54,92.27,130.17,24.9
