,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,74.76,3850.64,153.78,19.74,165.21,3.64,100.27,0.38,960.52,11.26,0.22,1.98,3.34,4.41,3.81,0.41,0.0,0.0,0.0
2016-01-01,75.24,3174.05,201.54,24.63,194.42,3.95,92.4,0.36,1013.88,8.16,0.21,2.15,4.25,6.16,4.83,0.5,0.0,0.0,0.0
2015-01-01,75.9,1030.85,79.57,8.44,296.84,2.36,154.66,0.24,1520.83,3.7,0.13,3.74,11.2,12.39,20.42,1.24,0.0,0.0,0.0
2014-01-01,77.25,1577.67,140.1,19.02,0.0,3.55,102.81,0.61,598.36,5.06,0.23,-27.26,-129.93,-52.65,-123.2,-5.33,0.0,0.0,0.0
2013-01-01,98.02,2218.09,95.24,26.12,0.0,3.4,107.35,1.3,280.76,15.84,0.32,-2.5,-95.08,-7.35,-13.37,-0.69,0.0,0.0,0.0
2012-01-01,92.15,47.5,64.73,44.76,0.0,5.99,60.93,7.36,49.59,1.32,0.76,-8.57,-169.72,-5.78,-13.88,-1.4,0.0,40.82,0.0
2011-01-01,95.44,21.28,45.47,18.69,0.0,4.97,73.44,3.88,94.07,1.44,0.79,-6.84,-93.61,-8.26,-10.66,-1.42,0.0,0.0,0.0
2010-01-01,87.07,56.07,65.99,32.5,0.0,4.86,75.1,3.54,103.1,1.36,0.7,-4.01,-36.69,-8.26,-7.84,-1.0,0.0,136.28,0.0
2009-01-01,83.19,71.86,79.48,43.93,0.0,4.86,75.1,2.7,135.18,1.19,0.57,-6.11,-39.12,-8.17,-13.39,-1.55,0.0,136.93,0.0
2008-01-01,78.16,83.09,87.93,44.01,1.37,6.44,56.67,3.6,101.38,1.57,0.72,2.63,3.64,-9.3,1.13,0.23,1.85,171.29,0.58
2007-01-01,77.12,107.52,100.14,56.76,0.79,6.11,59.73,3.46,105.49,1.33,0.62,1.38,-2.48,1.45,-0.91,-0.14,2.61,127.73,0.75
2006-01-01,77.55,104.25,76.14,37.24,0.0,6.53,55.89,3.49,104.58,1.19,0.56,-0.49,-11.31,-0.03,-4.48,-0.64,8.74,120.21,2.87
2005-01-01,77.85,105.48,78.86,41.48,0.0,6.0,60.83,3.44,106.1,1.08,0.52,-3.67,-25.05,-0.06,-10.85,-1.45,1.33,108.6,0.38
2004-01-01,72.19,108.09,72.41,38.39,0.0,5.37,67.97,3.48,104.88,1.19,0.54,-2.82,-18.25,-0.09,-8.71,-0.13,5.94,113.36,2.04
2003-01-01,76.24,110.02,65.79,29.2,0.0,4.91,74.33,3.71,98.38,1.27,0.56,-1.34,-14.39,-0.01,-6.23,-0.8,4.07,134.97,1.53
2002-01-01,74.92,129.22,80.46,40.91,0.0,4.93,74.03,3.68,99.18,1.12,0.51,-2.14,-16.05,-0.05,-8.7,-0.81,5.64,120.1,1.63
2001-01-01,70.15,127.55,74.49,37.28,0.0,5.88,62.07,3.59,101.67,1.08,0.49,-4.69,-22.26,-0.05,-14.47,-1.33,4.63,69.0,1.43
2000-01-01,66.09,156.07,112.31,58.1,0.35,5.7,64.03,3.26,111.96,1.17,0.53,-1.49,-9.09,-2.29,-6.84,-0.7,15.58,61.06,2.81
1999-01-01,59.75,168.4,99.93,47.3,0.0,5.29,68.99,2.78,131.29,1.2,0.47,-5.86,-14.57,-3.67,-12.12,-1.29,13.14,33.33,3.52
1998-01-01,54.34,160.19,86.37,43.26,0.49,5.73,63.69,2.49,146.58,1.3,0.49,-0.45,-3.47,3.29,-3.28,-0.38,11.4,40.89,4.19
1997-01-01,36.21,194.54,278.63,172.98,2.63,4.56,80.04,2.8,130.36,1.25,0.61,3.36,3.74,4.46,3.69,0.54,14.25,116.57,2.22
1996-01-01,43.7,133.44,193.27,94.17,2.76,4.44,82.21,3.07,118.89,1.22,0.71,4.14,5.09,9.44,4.09,0.64,20.3,102.4,3.33
1995-01-01,42.19,134.43,178.51,92.57,2.23,5.73,63.7,3.3,110.61,1.37,0.8,5.7,6.93,11.29,4.29,0.93,28.96,113.14,5.49
