,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,30.54,462.97,289.65,189.0,49362.17,2.36,154.66,2.09,174.64,4.7,2.92,7.91,11.02,25.88,10.83,2.16,40.83,85.6,3.62
2016-01-01,25.67,461.16,351.54,249.27,9327.9,2.56,142.57,2.37,154.0,4.76,0.77,10.83,14.8,34.23,14.11,2.85,71.98,100.38,8.77
2015-01-01,27.96,446.65,316.68,229.46,1041.56,2.41,151.45,2.15,169.76,4.5,0.7,9.14,13.07,30.1,13.04,2.51,33.59,84.84,-2.95
2014-01-01,32.07,452.38,276.99,189.35,835.21,2.61,139.84,2.38,153.36,4.8,0.78,12.34,17.44,37.98,15.89,3.28,32.07,68.76,3.1
2013-01-01,26.26,424.85,334.53,246.71,448.02,2.69,135.68,2.73,133.69,4.43,0.77,9.16,12.3,27.85,11.82,2.27,30.38,73.56,-2.97
2012-01-01,23.65,433.38,351.43,249.74,294.04,2.9,125.86,2.53,144.26,4.57,0.76,11.55,16.06,27.38,15.11,3.03,19.62,74.33,-9.26
2011-01-01,32.35,434.45,252.01,179.85,359.18,2.87,127.17,2.65,137.73,4.74,0.78,12.89,18.56,37.18,16.5,3.47,44.08,84.67,11.39
2010-01-01,28.96,418.35,262.41,191.16,166.61,2.54,143.7,3.31,110.27,3.73,0.71,7.69,9.93,20.27,10.8,1.8,9.85,96.33,3.36
2009-01-01,15.77,405.93,418.59,331.53,-26.37,1.5,243.33,2.43,150.2,1.87,0.43,-1.75,-2.15,-4.66,-4.19,-0.36,12.25,216.74,0.56
2008-01-01,16.87,338.03,486.19,372.18,12.38,1.68,217.26,2.75,132.72,2.75,0.61,1.73,2.06,10.03,2.55,0.31,40.99,168.06,2.02
2007-01-01,29.35,362.52,270.46,220.2,14.58,2.09,174.64,4.91,74.33,4.34,0.87,5.0,6.8,11.97,5.4,1.05,11.38,133.02,0.01
2006-01-01,32.59,348.89,251.69,210.07,11.55,2.07,176.32,5.87,62.18,4.58,0.87,4.48,6.37,10.5,4.67,1.0,38.95,122.33,11.95
2005-01-01,39.99,362.16,213.22,187.63,6.88,2.15,169.76,7.86,46.43,5.49,0.97,4.87,7.43,21.32,4.21,1.2,34.96,58.49,16.34
2004-01-01,50.13,385.11,216.15,188.61,5.02,2.49,146.58,8.61,42.39,5.12,1.0,4.05,6.46,18.55,3.39,1.03,0.0,48.77,0.0
2003-01-01,43.98,338.42,272.74,239.42,-9.03,1.96,186.22,5.48,66.6,2.89,0.68,-5.52,-9.62,-5.44,-8.99,-1.53,0.0,60.31,0.0
2002-01-01,29.03,319.02,295.65,244.04,3.04,2.3,158.69,4.26,85.68,2.77,0.69,2.23,2.57,1.76,2.69,0.46,0.0,72.48,0.0
2001-01-01,26.48,322.63,348.71,277.66,20.68,3.11,117.36,3.51,103.98,3.5,0.8,8.59,12.85,27.67,10.26,2.53,0.0,72.1,0.0
2000-01-01,44.35,304.11,195.74,144.7,22.79,3.65,100.0,3.87,94.31,4.3,1.02,11.91,20.19,58.99,11.11,4.32,39.32,87.94,17.74
1999-01-01,42.74,240.27,197.36,145.42,17.57,3.04,120.06,4.87,74.94,4.32,1.05,8.8,15.31,33.9,7.93,4.21,20.72,57.99,6.88
