,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,13.55,255.33,427.60,357.02,,8.87,41.14,3.45,105.79,1.55,0.53,-0.01,-0.02,-0.01,-0.02,-0.30,-0.35,-40.90,-4.70
2016,14.60,255.98,400.26,357.87,,8.98,40.64,4.27,85.48,1.48,0.51,-0.68,-0.79,-0.10,-1.35,-0.49,9.79,21.30,1.00
2015,13.27,250.82,421.50,375.59,,8.56,42.64,4.07,89.68,1.25,0.43,-5.23,-6.01,-15.03,-12.23,-1.39,-7.61,6.05,-1.36
2014,7.76,811.47,605.45,569.31,,5.38,67.84,5.04,72.42,1.92,0.22,-3.97,-4.32,-7.52,-18.25,-0.75,-37.74,33.36,-3.50
2013,8.62,810.69,580.52,547.67,,5.04,72.42,5.31,68.73,2.42,0.27,-4.29,-4.63,-7.30,-16.11,-0.84,5.45,74.12,-1.66
2012,5.91,793.30,954.14,899.34,627.80,4.05,90.12,5.99,60.93,2.53,0.30,0.04,0.04,-0.81,0.14,0.01,46.59,63.00,-7.55
2011,12.69,822.84,501.68,478.08,601.46,4.50,81.11,7.76,47.03,3.41,0.36,11.29,12.85,4.22,33.03,2.73,-10.65,67.85,-15.91
2010,11.91,1041.58,516.34,490.33,0.00,7.13,51.19,9.70,37.62,6.14,0.52,18.60,21.83,22.54,34.55,4.52,65.58,94.41,-3.87
2009,17.95,1116.84,311.72,288.02,0.00,5.31,68.73,7.55,48.34,5.37,0.39,16.42,19.60,8.16,39.16,3.67,71.95,108.11,2.04
2008,14.30,961.38,367.07,341.60,0.00,3.55,102.81,4.44,82.20,5.37,0.48,15.57,19.09,10.64,33.88,3.40,83.20,118.73,2.05
2007,22.31,448.78,383.67,327.00,2668.60,5.58,65.41,5.62,64.94,4.76,0.82,18.99,26.82,45.14,23.03,4.77,90.77,117.34,9.40
2006,26.43,390.26,265.70,231.61,68.40,5.60,65.17,4.84,75.41,3.78,0.71,13.60,18.64,29.60,18.13,3.05,45.49,116.99,7.05
2005,29.38,481.91,321.64,285.42,58.21,6.72,54.31,5.06,72.13,4.10,0.67,13.10,19.62,28.88,18.20,3.28,57.42,133.21,7.74
2004,39.41,425.83,372.90,335.72,58.79,8.84,41.28,5.83,62.60,3.84,0.73,15.07,23.37,32.81,18.44,3.75,94.10,130.25,13.34
2003,32.66,404.92,297.95,254.26,29.81,8.18,44.62,5.87,62.18,3.87,0.75,13.29,19.02,24.41,16.08,3.04,63.39,111.94,11.51
2002,31.09,360.05,340.94,300.45,27.59,6.29,58.02,6.85,53.28,2.46,0.56,10.08,12.97,15.84,15.72,2.08,86.04,87.87,13.97
2001,16.00,312.21,300.14,256.87,37.86,5.11,71.42,4.63,78.83,1.98,0.53,6.37,7.41,7.33,11.35,1.16,114.26,65.00,17.52
2000,15.14,285.73,310.94,220.01,33.74,5.18,70.46,2.93,124.57,1.75,0.52,8.93,11.48,13.15,16.20,1.79,44.49,43.26,6.34
1999,33.95,490.24,496.17,386.56,12.48,4.95,73.73,3.29,110.94,3.19,0.55,7.96,10.48,27.54,11.97,1.78,51.23,48.45,7.31
1998,24.80,399.79,275.18,216.84,9.84,4.53,80.57,3.80,96.05,3.07,0.59,7.10,8.83,19.12,10.78,1.67,15.33,40.85,3.65
1997,29.85,319.58,343.30,237.54,44.22,5.45,66.97,4.12,88.59,4.87,1.13,21.87,30.93,48.95,16.08,4.49,88.30,61.8,20.17
1996,31.93,440.69,301.72,210.86,31.96,5.73,63.70,4.21,86.70,7.59,1.22,28.29,41.68,47.83,19.45,4.59,42.64,49.32,12.15
1995,35.64,301.45,245.46,155.79,30.45,6.18,59.06,3.66,99.73,4.52,1.02,31.17,46.12,85.45,20.34,3.35,39.14,35.39,15.06
