,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,37.64,216.46,217.38,181.89,11.29,3.52,103.69,2.85,128.07,1.98,0.58,1.98,2.84,6.10,3.02,0.37,33.81,134.93,4.91
2016,38.99,281.46,249.64,215.59,29.66,3.07,118.89,3.06,119.28,2.33,0.62,5.73,8.69,15.37,8.84,1.14,50.54,183.37,10.74
2015,34.18,272.97,273.48,227.11,14.98,2.85,128.07,2.95,123.72,2.49,0.89,2.34,3.30,6.56,3.24,0.45,50.03,165.16,7.59
2014,34.86,279.80,244.72,192.21,52.56,3.08,118.50,2.94,124.14,2.67,0.74,5.58,8.17,14.81,7.39,1.11,20.37,171.03,1.05
2013,31.22,254.92,264.03,202.19,44.91,3.41,107.03,2.85,128.07,2.49,0.79,7.28,10.46,15.35,9.06,1.33,37.31,83.21,6.97
2012,25.32,609.65,118.24,100.01,10.75,3.84,95.05,9.92,36.79,4.39,0.55,1.90,2.26,1.93,3.08,0.26,66.85,104.69,10.53
2011,24.52,709.82,264.67,220.13,9.34,2.90,125.86,7.53,48.47,4.58,0.55,2.51,3.10,3.87,4.08,0.37,138.65,76.87,12.08
2010,30.61,678.16,206.13,164.31,24.23,3.02,120.86,7.95,45.91,7.14,0.68,6.52,8.52,12.38,9.16,0.99,10.78,44.37,-1.05
2009,22.07,1134.02,204.13,177.38,140.62,3.02,120.86,9.04,40.37,8.85,0.64,6.27,7.65,6.92,9.66,0.92,-9.84,81.25,-8.78
2008,14.86,1100.82,297.29,265.28,41.10,3.01,121.26,9.10,40.10,8.39,0.62,6.72,8.21,11.49,10.54,0.97,113.59,130.97,11.77
2007,24.94,1053.68,195.99,180.32,191.15,3.11,117.36,8.72,41.85,9.38,0.67,11.74,15.18,14.70,17.32,1.88,18.13,86.6,
2006,21.13,1088.04,279.35,247.76,124.30,2.80,130.35,7.22,50.55,10.49,0.62,8.58,11.22,12.58,13.79,1.37,22.46,78.32,0.70
2005,27.31,1737.70,204.60,168.44,50.71,2.41,151.45,6.46,56.50,14.45,0.64,4.85,6.61,11.71,7.16,0.79,49.24,183.29,8.53
2004,29.24,1555.99,254.81,223.13,12.93,2.20,165.90,8.56,42.64,12.89,0.66,3.61,4.90,11.16,5.14,0.55,55.64,180.78,9.19
2003,32.45,1405.59,149.02,126.96,12.25,2.10,173.80,6.83,53.44,11.85,0.57,2.42,3.08,3.62,3.67,0.38,-2.41,56.16,-3.01
2002,24.51,1481.75,200.31,158.02,15.55,3.07,118.89,6.38,57.21,11.14,0.58,9.36,12.06,3.53,14.64,1.47,-11.86,61.16,-3.93
2001,28.14,1062.83,165.57,116.22,5.72,2.17,168.20,4.62,79.00,6.89,0.50,5.44,6.66,4.35,9.14,0.82,81.16,52.35,18.65
2000,33.71,933.22,195.03,148.81,7.39,2.07,176.32,4.28,85.28,6.97,0.56,9.59,13.03,7.56,14.41,1.58,9.32,17.25,2.76
1999,36.19,659.78,197.71,143.85,0.01,2.62,139.31,3.59,101.67,4.06,0.53,-0.28,-2.78,2.05,-3.25,-0.32,-29.62,26.61,-7.03
