,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,71.37,135.37,126.38,22.73,-73.06,15.13,24.12,6.22,58.68,1.54,0.65,-23.26,-63.23,-85.44,-35.86,-7.9,0.0,80.0,0.0
2016-01-01,55.8,135.79,118.51,7.99,-22.19,29.23,12.48,4.69,77.82,1.45,0.61,-4.79,-9.86,-20.64,-8.17,-1.73,0.0,138.24,-1.26
2015-01-01,41.59,152.83,169.51,18.69,23.68,64.2,5.68,8.46,43.14,1.93,0.8,1.84,3.42,7.78,2.2,0.63,74.92,0.0,14.84
2014-01-01,53.84,147.04,129.57,6.29,18.56,90.42,4.03,10.03,36.39,2.37,0.9,1.7,3.31,7.12,1.78,0.61,0.0,0.0,-1.2
2013-01-01,47.98,164.1,161.21,6.49,22.61,65.0,5.61,9.69,37.66,2.42,0.93,1.72,3.2,6.75,1.76,0.59,0.0,0.0,-1.83
2012-01-01,47.47,160.65,169.26,47.88,47.17,70.06,5.2,10.89,33.51,3.07,1.11,2.61,5.01,6.11,2.29,0.95,48.8,172.52,12.02
2011-01-01,53.51,178.23,185.33,14.06,120.94,75.01,4.86,9.86,37.01,2.71,0.93,5.72,13.53,23.55,6.51,2.36,30.78,230.09,6.58
2010-01-01,62.06,191.12,179.94,9.71,59.02,93.08,3.92,9.67,37.74,3.2,0.98,7.5,21.93,32.14,7.89,3.66,13.48,232.39,2.75
2009-01-01,70.29,183.22,159.75,17.95,28.72,84.83,4.3,2.38,153.36,3.6,1.03,2.6,8.53,77.6,2.37,1.27,0.0,90.57,0.0
2008-01-01,70.67,180.07,207.79,80.21,184.32,70.16,5.2,3.02,120.86,2.9,1.01,6.43,21.49,67.98,6.32,2.76,54.67,269.03,15.43
